"age","prior_job_count","department","proportion_401K","starting_salary","separated_ny","days_to_separate","job_level"
48.65,10,"it_support",0.63,97272,0,21.15,"D"
42.54,8,"human_resources",0.99,85336,0,1,"E"
40.48,9,"human_resources",0.19,81287,1,1,"B"
42.92,10,"human_resources",0.39,86118,0,1,"B"
45.09,10,"customer_service",0.33,89982,0,0.68,"D"
49.02,9,"it_support",0.59,97969,0,8.47,"A"
42.82,7,"human_resources",0.62,85608,1,1,"A"
41.64,11,"customer_service",0.99,83061,0,44.69,"C"
42.96,11,"human_resources",0.36,85912,1,1,"E"
54.4,8,"customer_service",0.43,109065,0,76.03,"E"
44.19,6,"human_resources",0.7,88284,1,1,"D"
44.5,13,"customer_service",0.98,89232,0,33.9,"C"
47.65,12,"customer_service",0.55,95246,0,36.43,"A"
42.47,5,"human_resources",0.38,85049,1,1,"E"
40.64,8,"customer_service",0.03,81144,0,82.74,"A"
47.96,13,"it_support",0.29,95797,0,1.71,"A"
48.85,10,"customer_service",0.64,97529,0,23.27,"E"
45.86,7,"customer_service",0.52,91459,1,3.98,"A"
45.24,4,"customer_service",0.08,90718,0,115.06,"B"
46.09,10,"human_resources",0.8,92270,0,1,"A"
47.99,11,"it_support",0.02,95935,0,7.09,"D"
51.4,11,"it_support",0.19,102477,1,3.58,"E"
45.24,10,"human_resources",0.97,90686,1,1,"D"
43.17,8,"human_resources",0.97,86048,0,1,"C"
48.65,9,"human_resources",0.01,97378,1,1,"B"
49.09,8,"it_support",0.84,97878,1,4.65,"E"
46.07,9,"it_support",0.67,92545,0,8.7,"D"
38.6,11,"it_support",0.05,77694,0,9.46,"D"
44.55,11,"customer_service",1,88707,0,73.18,"D"
44.89,7,"human_resources",0.04,89782,0,1,"D"
38.36,11,"human_resources",1,76521,0,1,"B"
45.17,10,"human_resources",0.94,90484,1,1,"C"
41.58,10,"customer_service",0.83,83241,0,76.98,"C"
39.14,10,"human_resources",0.91,77881,1,1,"E"
43.93,12,"human_resources",1,87563,1,1,"C"
41.21,13,"human_resources",1,82415,0,1,"B"
39.34,6,"human_resources",0.1,78620,1,1,"A"
39.89,14,"it_support",0.68,80096,0,5.68,"D"
46.54,10,"it_support",0.12,92860,0,2.86,"D"
36.07,4,"it_support",0.84,72402,1,2.95,"B"
52.47,13,"human_resources",0.06,104565,1,1,"E"
43.12,11,"customer_service",0.98,86585,0,14.18,"D"
45.01,8,"customer_service",0.08,90032,0,69.99,"E"
43.13,9,"it_support",0.48,86473,0,6.89,"E"
47.26,15,"it_support",1,94528,0,7.59,"A"
43.02,9,"customer_service",0.2,86323,0,27.53,"C"
51.57,9,"human_resources",0.33,103642,1,1,"A"
44.52,9,"customer_service",0.98,89034,0,64.43,"A"
44.07,12,"human_resources",0,87946,1,1,"C"
44.47,9,"customer_service",0.99,89077,0,50.58,"B"
43.55,10,"it_support",0.93,86903,1,0.37,"B"
47.46,7,"human_resources",0.04,94962,1,1,"E"
44.66,6,"human_resources",1,89383,0,1,"D"
51.03,9,"customer_service",0.53,102073,0,88.51,"B"
37.41,4,"human_resources",0.64,74925,1,1,"C"
46.68,13,"customer_service",0.94,92897,0,142.47,"B"
41.72,8,"customer_service",0.64,83598,0,2.57,"D"
50.23,13,"human_resources",0.02,100373,1,1,"B"
51.49,14,"human_resources",0.02,102976,1,1,"D"
45.45,12,"human_resources",0.96,90156,0,1,"C"
44.66,6,"human_resources",0.41,89405,1,1,"E"
44.46,4,"human_resources",0.8,88968,1,1,"B"
43.53,12,"customer_service",0.99,87305,0,29.24,"B"
42.6,16,"customer_service",0.23,85205,0,31.61,"D"
46.67,10,"it_support",0.09,93549,0,9.88,"B"
43.82,5,"human_resources",0.14,87388,1,1,"B"
43.36,7,"it_support",1,86334,0,12.92,"C"
46.37,13,"it_support",0.64,92854,1,6.37,"A"
49.14,14,"human_resources",0.41,98384,1,1,"B"
44.68,14,"human_resources",0.05,89505,1,1,"C"
47.06,8,"human_resources",0.72,94040,1,1,"E"
44.97,8,"customer_service",0.51,90174,0,50.72,"E"
46,8,"human_resources",0.13,92275,1,1,"B"
40.42,11,"customer_service",0.61,80666,0,270.27,"A"
48.55,12,"human_resources",0.82,97164,0,1,"A"
48.71,5,"it_support",0.46,97250,0,14.51,"E"
47.09,6,"human_resources",0.4,93883,0,1,"B"
49.43,7,"human_resources",0.9,99221,1,1,"B"
43.55,10,"human_resources",0.32,87444,1,1,"B"
42.64,9,"human_resources",0.17,85335,1,1,"B"
51.04,15,"it_support",0.15,102697,0,8.91,"B"
42.62,5,"it_support",0.2,85156,0,6.72,"B"
47,10,"customer_service",0.78,93973,0,7.4,"B"
40.58,7,"customer_service",0.3,80853,0,76.27,"A"
41.8,7,"human_resources",0.95,83287,1,1,"C"
44.63,9,"it_support",0.15,89181,0,6.04,"D"
44.17,8,"it_support",0.28,87977,1,0.59,"C"
49.56,14,"human_resources",0.3,99461,0,1,"B"
43.36,10,"customer_service",0.02,86595,0,70.6,"C"
46.43,5,"customer_service",0.94,92857,0,15.73,"C"
45.44,12,"human_resources",0.6,90803,1,1,"E"
46.72,4,"human_resources",0.16,93771,1,1,"C"
46.55,12,"human_resources",0.88,92758,0,1,"A"
43.45,7,"customer_service",0.54,86532,0,13.97,"E"
38.83,9,"it_support",0.8,77534,0,4.88,"A"
46.03,8,"human_resources",0.08,91776,0,1,"C"
53.2,6,"human_resources",0.07,106199,1,1,"C"
43.19,7,"customer_service",0.09,86096,0,67.13,"A"
42.77,8,"it_support",0.69,85711,0,7.48,"D"
44.18,15,"it_support",0.61,88610,0,9.05,"A"
46.71,9,"customer_service",0.28,93606,0,9.56,"C"
48.84,14,"human_resources",0.78,97012,0,1,"B"
45.05,10,"human_resources",0.21,90195,0,1,"E"
41.56,5,"human_resources",0.42,83956,0,1,"D"
45.46,6,"customer_service",1,91150,0,28.25,"D"
49.54,6,"human_resources",0.6,99457,1,1,"D"
45.99,11,"human_resources",1,91643,0,1,"E"
50.52,12,"human_resources",0.01,101258,1,1,"E"
46.05,5,"human_resources",0.29,91897,0,1,"B"
43.99,9,"human_resources",1,88313,1,1,"C"
42.55,11,"customer_service",0.05,84809,0,24.89,"A"
42.58,9,"human_resources",0.28,85695,0,1,"C"
44.14,8,"customer_service",0.54,88505,0,142.24,"B"
43.23,9,"it_support",0.7,86708,0,8.58,"B"
43.28,3,"it_support",1,87006,0,9.69,"D"
42.49,6,"human_resources",0.11,85586,1,1,"A"
41.81,13,"human_resources",0.01,83278,0,1,"A"
43.89,7,"customer_service",0.56,88051,1,11.38,"C"
47.17,8,"it_support",0.76,94916,0,4.66,"B"
47.45,7,"customer_service",0.24,94803,0,10.61,"E"
46.27,6,"human_resources",0.97,92465,1,1,"D"
44.64,7,"it_support",0.18,89081,0,6.98,"D"
42.15,7,"human_resources",0.87,83978,0,1,"B"
49.14,8,"customer_service",0.38,97934,0,16.43,"E"
47.29,12,"human_resources",0.44,94868,0,1,"E"
50.91,9,"customer_service",0.99,101492,0,59.67,"C"
45.35,6,"human_resources",0.79,90438,1,1,"E"
51.88,16,"it_support",0.49,104361,0,7.88,"C"
39.26,5,"customer_service",0.3,78313,0,58.27,"A"
44.94,10,"customer_service",0.99,90172,0,4.31,"C"
42.09,13,"human_resources",0,84406,0,1,"B"
49.02,8,"human_resources",0.96,99014,0,1,"B"
48.9,13,"human_resources",0.06,97392,0,1,"D"
41,7,"human_resources",0.89,81711,0,1,"C"
54.52,11,"human_resources",0.02,108936,0,1,"B"
51.63,14,"human_resources",0.67,103734,0,1,"A"
41.36,9,"human_resources",0.28,82769,1,1,"B"
44.3,9,"customer_service",0.94,88277,0,22.99,"C"
47.2,12,"customer_service",0.13,93958,0,28.45,"D"
53.93,11,"customer_service",0.01,107604,0,9.78,"B"
45.78,15,"human_resources",0.96,91302,0,1,"D"
51.51,11,"customer_service",0.55,103087,0,7.8,"B"
50.76,14,"human_resources",0.65,101613,0,1,"E"
47.89,8,"human_resources",0.95,95597,0,1,"B"
43.58,10,"human_resources",0.85,87896,0,1,"A"
38.31,6,"customer_service",0,76223,1,25,"B"
44.69,7,"customer_service",1,89486,0,44.47,"B"
46.87,10,"human_resources",0.33,94172,1,1,"E"
43.7,6,"human_resources",0.14,87374,1,1,"E"
42.17,6,"it_support",0.7,84700,0,6.07,"C"
43.34,12,"customer_service",0.04,86140,0,29.22,"E"
39.96,10,"human_resources",0.73,80049,0,1,"E"
42.64,10,"human_resources",0.01,85415,0,1,"A"
40.71,15,"customer_service",0.04,81098,0,10.25,"C"
49.21,11,"it_support",0.82,98732,0,3.21,"A"
37.78,13,"customer_service",0.38,75390,0,9.55,"E"
46.53,8,"customer_service",0.34,93583,0,61.94,"E"
43.64,7,"human_resources",0.43,87093,1,1,"A"
39.11,9,"customer_service",0.7,78708,0,41.97,"C"
46.22,5,"customer_service",0.16,91717,0,4.58,"B"
42.98,10,"human_resources",0.29,86084,1,1,"B"
40.2,7,"it_support",0.69,80673,0,2.35,"A"
48.19,9,"customer_service",0.26,96520,0,0.11,"D"
45.48,9,"human_resources",0.04,90990,1,1,"B"
42.86,7,"it_support",0.61,85771,0,3.46,"D"
49.27,8,"human_resources",0.01,98386,1,1,"C"
45.15,6,"it_support",0.42,91055,0,6.48,"D"
47.52,13,"it_support",0.94,94180,1,3.95,"D"
41.14,7,"customer_service",0.67,82499,0,175.63,"B"
50.3,14,"customer_service",0.06,100374,0,102.33,"B"
45.58,9,"it_support",0.75,90746,0,4.16,"B"
43.05,7,"it_support",0.94,86373,1,3.03,"E"
44.62,13,"customer_service",0.93,89487,0,45.47,"A"
46.01,5,"human_resources",0.06,92195,0,1,"E"
50.61,6,"human_resources",0.99,100991,1,1,"E"
43.12,14,"it_support",0.06,86329,1,0.5,"B"
48.94,9,"customer_service",0.2,97998,0,137.37,"C"
48.37,6,"human_resources",0.99,97200,0,1,"E"
44.36,15,"human_resources",1,88979,0,1,"A"
43.47,10,"human_resources",0.62,86926,1,1,"C"
47.33,15,"human_resources",0.87,94823,0,1,"E"
49.53,9,"human_resources",0.04,98863,0,1,"C"
45.91,11,"customer_service",0.39,92085,0,18.48,"E"
42.47,9,"it_support",0.24,84781,1,6.62,"B"
47.03,14,"human_resources",0.01,94160,0,1,"D"
45.27,10,"human_resources",0.2,90411,1,1,"C"
47.44,10,"customer_service",0.57,95269,0,3.01,"E"
52.17,8,"human_resources",0.97,104712,1,1,"A"
41.48,9,"customer_service",0.83,82393,0,11.11,"B"
42.68,8,"human_resources",0.19,84857,0,1,"B"
42.85,10,"it_support",0.49,85858,0,5.77,"B"
44.26,7,"customer_service",0.88,88378,0,46.73,"C"
42.47,8,"it_support",0.85,85528,0,6.28,"B"
41.71,9,"human_resources",0.98,83884,0,1,"E"
43.48,9,"customer_service",0.94,86661,0,52.87,"C"
45.46,5,"human_resources",0.99,90888,1,1,"E"
38.19,6,"it_support",0.19,76212,0,6.65,"E"
50.6,10,"customer_service",0.01,101176,0,31.99,"B"
43.92,6,"human_resources",1,88253,1,1,"E"
48.16,8,"customer_service",0.68,96271,0,98.25,"D"
43.39,7,"it_support",0.51,86927,0,6.58,"A"
49.62,14,"human_resources",0.15,99328,1,1,"C"
43.38,8,"customer_service",0.55,87338,0,228.12,"E"
47.64,11,"it_support",0.98,95175,0,8.55,"E"
37.19,7,"it_support",0.78,74452,1,3,"A"
44.35,8,"customer_service",0.97,88227,0,195.89,"C"
41.82,13,"human_resources",0.58,83412,0,1,"E"
45.36,11,"human_resources",0.56,90906,0,1,"D"
43.23,4,"human_resources",0.91,86346,1,1,"E"
42.8,8,"human_resources",0.39,85301,0,1,"B"
40.34,11,"human_resources",0.26,80711,0,1,"C"
45.53,7,"human_resources",0.98,91411,1,1,"E"
45.72,5,"human_resources",0.84,91479,0,1,"C"
52.01,11,"human_resources",0.02,104054,1,1,"D"
39.34,8,"human_resources",1,78838,0,1,"C"
41.51,4,"customer_service",0.08,83341,1,13.15,"E"
40.97,8,"it_support",0.99,82116,0,6.39,"D"
38.6,9,"customer_service",0.75,76853,1,1.13,"C"
46.92,13,"customer_service",0.63,94210,0,19.08,"B"
43.64,8,"human_resources",0.2,87040,1,1,"A"
43.36,6,"human_resources",0.89,87142,0,1,"D"
41.02,11,"human_resources",0.16,82141,0,1,"D"
47.81,9,"customer_service",0.56,95363,0,65.3,"A"
45.24,8,"customer_service",0,90557,0,135.95,"E"
42.18,12,"customer_service",0.07,84132,0,46.1,"B"
42.78,8,"human_resources",0.6,85570,0,1,"E"
55.41,7,"human_resources",0.26,111073,1,1,"C"
45.83,7,"human_resources",1,91661,1,1,"A"
44.8,9,"customer_service",0.63,89762,0,56.42,"A"
47.12,7,"customer_service",0.33,93975,0,46.46,"E"
46.92,12,"human_resources",0.15,93829,0,1,"C"
43.09,6,"it_support",0.91,86058,1,2.73,"D"
38.92,7,"customer_service",0.45,77618,1,6.55,"B"
43.84,5,"customer_service",0.92,88026,0,98.86,"E"
42.12,10,"human_resources",0.09,84510,1,1,"A"
42.05,9,"it_support",0.42,84305,0,7.26,"D"
46.58,11,"human_resources",0.93,93785,0,1,"C"
41.62,9,"human_resources",0.27,83778,1,1,"B"
45.41,16,"customer_service",0.95,90902,1,10.82,"C"
45.76,8,"human_resources",1,91110,1,1,"C"
41.83,5,"human_resources",0.74,83475,0,1,"C"
39.73,6,"human_resources",0.59,79321,0,1,"E"
48.76,11,"human_resources",0.01,97334,1,1,"B"
37.31,7,"customer_service",0.05,74807,0,3.18,"E"
43.22,11,"human_resources",0.3,86833,1,1,"B"
40.49,6,"human_resources",0.99,80807,0,1,"D"
44.98,8,"customer_service",0.49,89963,0,83.38,"B"
45.75,15,"human_resources",0.2,91544,1,1,"D"
51.5,11,"customer_service",0.05,103383,0,84.15,"B"
41.91,9,"it_support",0.83,83758,0,8.54,"C"
43.28,12,"human_resources",0.17,86220,0,1,"A"
44.14,11,"it_support",0.05,88022,1,3.33,"C"
45.75,4,"it_support",0.65,91645,1,1.89,"D"
45.91,10,"customer_service",0.09,91188,0,204.75,"E"
44.6,9,"human_resources",0.18,89263,0,1,"C"
44.53,13,"human_resources",0.1,88797,1,1,"B"
42.04,7,"it_support",0.73,83484,0,3.95,"D"
46.76,10,"human_resources",0.28,94280,1,1,"C"
41.51,9,"human_resources",0.04,82645,1,1,"E"
46.28,9,"it_support",0.58,92939,1,4.55,"B"
47.66,10,"human_resources",0.9,95201,0,1,"D"
42.72,9,"human_resources",0.39,85320,1,1,"D"
48.29,7,"customer_service",0.16,96713,0,1.57,"A"
48.1,12,"human_resources",0.65,96105,1,1,"D"
42.95,7,"customer_service",0.85,86173,0,6.54,"E"
44.15,13,"human_resources",0.82,88163,0,1,"A"
39.23,2,"it_support",0.21,78120,1,0.28,"D"
45.06,17,"customer_service",0.41,89899,0,33.21,"C"
42.81,4,"human_resources",0.58,85925,0,1,"A"
50.18,9,"customer_service",0.33,100302,0,7.91,"A"
45.05,9,"it_support",0.6,90273,1,9.15,"B"
47.27,5,"human_resources",0.88,94630,0,1,"B"
46.37,8,"human_resources",0.99,92496,0,1,"C"
44.87,11,"human_resources",1,89574,1,1,"D"
47.72,7,"human_resources",1,95434,0,1,"C"
49.97,4,"human_resources",1,100123,0,1,"E"
46.71,9,"customer_service",0.92,93555,1,34.25,"C"
49.43,12,"customer_service",0.08,98897,0,22.88,"B"
45.19,6,"human_resources",0.88,90081,0,1,"E"
45.76,10,"human_resources",0.72,91421,0,1,"C"
49.04,6,"human_resources",0.98,97672,0,1,"D"
53.31,10,"human_resources",0.98,106918,0,1,"C"
44.66,11,"customer_service",0.17,89606,1,6.67,"A"
47.49,12,"human_resources",1,94753,0,1,"C"
44.98,10,"customer_service",0.18,89966,1,13.37,"C"
46.95,17,"it_support",0.02,93615,0,7.12,"A"
50.41,14,"customer_service",0.96,100370,0,100.23,"E"
43.63,9,"human_resources",0.14,86588,0,1,"C"
44.74,14,"human_resources",0.91,89455,1,1,"C"
42.05,13,"human_resources",0.98,84249,0,1,"E"
46.49,8,"human_resources",0.97,93116,0,1,"D"
54.13,13,"customer_service",1,108444,0,65.59,"E"
44.08,15,"it_support",0.5,87866,1,7.16,"B"
44.57,5,"human_resources",0.61,89031,0,1,"A"
44.33,6,"human_resources",0.87,88878,0,1,"D"
49.35,14,"customer_service",0.01,98944,0,124.31,"D"
40.98,7,"human_resources",0.55,81560,1,1,"A"
43.73,9,"customer_service",1,87390,0,119.08,"C"
45.64,8,"customer_service",0.55,91298,0,69.1,"D"
43.89,9,"human_resources",0.39,87741,0,1,"A"
48.91,11,"human_resources",1,98009,0,1,"D"
44.05,9,"human_resources",0.99,88092,1,1,"A"
42.92,13,"human_resources",0.98,85246,0,1,"D"
45.67,8,"customer_service",0.01,91170,0,47.4,"E"
42.9,6,"it_support",0.47,85595,0,4.17,"B"
42.55,5,"customer_service",0.82,85289,0,182.6,"A"
40.36,9,"human_resources",0.89,80939,1,1,"D"
44.66,10,"human_resources",0.78,89115,0,1,"D"
42.83,9,"customer_service",0.85,85693,0,92.96,"A"
47.36,9,"human_resources",0.98,94407,0,1,"A"
45.76,8,"human_resources",0.88,91985,1,1,"C"
45.4,9,"it_support",1,90569,0,13.82,"E"
47.99,17,"it_support",0.64,95580,0,15.16,"A"
44.96,12,"it_support",0.37,89931,0,1.97,"A"
42.07,12,"it_support",0.01,84517,1,0.84,"B"
46.16,5,"it_support",0.47,92418,0,13.58,"A"
46.77,8,"customer_service",1,93872,0,102.92,"C"
45.99,15,"human_resources",0.29,91560,1,1,"A"
43.09,11,"human_resources",0.87,85819,0,1,"C"
45.93,4,"customer_service",0.78,91755,1,12.18,"E"
37.51,2,"customer_service",0.05,75107,0,22.94,"D"
43.08,13,"customer_service",0.14,86058,0,1.26,"D"
48.18,12,"human_resources",0.99,96981,0,1,"C"
42.71,11,"human_resources",0.21,85306,1,1,"D"
48.05,8,"customer_service",0.19,95957,0,28.59,"A"
42.62,8,"human_resources",0.47,84887,1,1,"E"
50.24,14,"human_resources",0.95,100271,1,1,"D"
43.64,12,"customer_service",0.08,87309,0,42.5,"A"
41.83,9,"customer_service",0.4,83854,1,7.44,"A"
39.54,15,"it_support",0.96,78065,0,11.42,"D"
46.56,2,"customer_service",0.05,92693,0,46.81,"C"
41.36,5,"it_support",0.97,82443,0,2.01,"A"
45.46,5,"it_support",0.29,91242,0,3.92,"A"
48.74,11,"human_resources",0.91,97446,1,1,"E"
44.94,8,"human_resources",0.93,89803,0,1,"D"
42.3,9,"human_resources",0.99,84332,1,1,"D"
43.9,7,"human_resources",0.1,87545,0,1,"A"
45.99,11,"customer_service",0.49,91929,0,43.74,"C"
45.76,6,"human_resources",1,91035,0,1,"B"
43.16,12,"it_support",0.1,86373,0,6.64,"A"
49.25,10,"customer_service",0.47,98342,0,55.67,"C"
41.22,9,"it_support",0.11,82415,1,0.88,"E"
46.07,3,"human_resources",0.96,91884,0,1,"A"
51,5,"it_support",0.64,101857,0,9.22,"E"
43.1,11,"human_resources",0.1,86284,1,1,"C"
42.95,7,"it_support",0.75,85700,1,1.97,"B"
47.61,4,"human_resources",0.99,95646,1,1,"A"
39.42,6,"customer_service",0.29,78723,0,47.18,"E"
43.76,11,"human_resources",0.59,86985,0,1,"E"
39.53,7,"human_resources",0.99,79031,1,1,"B"
45.57,10,"it_support",0.3,91098,1,1.59,"A"
46.66,13,"customer_service",0.87,93385,0,74.24,"E"
44,10,"it_support",0.98,88343,0,4.48,"A"
46.31,8,"customer_service",0.63,93048,0,31.02,"B"
44.12,9,"human_resources",0.33,87921,0,1,"D"
41.87,6,"human_resources",0.99,83744,0,1,"E"
42.07,11,"human_resources",0.38,84598,1,1,"A"
44.08,4,"customer_service",0.26,88243,1,0.26,"A"
44.08,7,"customer_service",0.68,87960,0,65.99,"D"
49.31,10,"human_resources",0.97,98201,0,1,"C"
43.88,14,"customer_service",0.87,87822,1,17.41,"B"
39.17,11,"customer_service",0.88,78502,0,216.98,"A"
31.21,3,"human_resources",0.81,62683,0,1,"D"
41.36,18,"human_resources",0.8,82608,0,1,"C"
38.6,6,"human_resources",0.61,77162,0,1,"B"
36.19,8,"human_resources",1,72071,0,1,"D"
50.79,10,"human_resources",0.1,101532,1,1,"D"
41.28,4,"customer_service",0.74,82566,0,33.14,"E"
45.16,6,"it_support",0.61,90135,0,11.83,"E"
43.63,8,"it_support",0.36,87016,0,4.68,"E"
44.62,7,"it_support",0.03,89392,0,0.86,"B"
46.82,10,"human_resources",0.23,93807,1,1,"E"
38.42,6,"customer_service",0.89,76819,0,47.63,"E"
39.89,5,"human_resources",0.84,79900,1,1,"A"
43.97,11,"it_support",0.73,87657,0,2.21,"B"
38.99,7,"human_resources",0.86,78081,1,1,"A"
36.65,7,"human_resources",0.18,72794,1,1,"A"
48.04,9,"human_resources",0.6,96004,1,1,"A"
42.67,6,"it_support",0.98,85439,0,7.03,"D"
51.55,14,"customer_service",0.93,103745,0,13.7,"D"
47.49,7,"customer_service",0.29,94679,0,78.74,"E"
47.28,11,"customer_service",0.48,94628,0,59.99,"A"
42.35,10,"human_resources",0.39,84680,1,1,"E"
44.1,15,"human_resources",0.96,87818,1,1,"E"
52.38,15,"it_support",0.3,104996,0,10.11,"E"
45.95,7,"it_support",1,91973,0,2.84,"B"
41.59,6,"it_support",0.94,83117,0,1.54,"C"
49.14,13,"customer_service",0.11,97924,0,86.5,"E"
43.72,10,"human_resources",0.22,87885,0,1,"E"
44.61,4,"human_resources",0.21,89542,0,1,"D"
49.09,8,"human_resources",0.02,98469,1,1,"B"
44.59,9,"human_resources",0.98,88658,1,1,"D"
43.86,11,"customer_service",0.98,88622,0,33.85,"C"
49.87,10,"human_resources",0.98,99412,0,1,"D"
47.01,8,"human_resources",0.16,94262,0,1,"A"
44.26,10,"customer_service",0.47,88570,0,72.92,"A"
37.2,5,"human_resources",0.05,74028,0,1,"D"
38.16,5,"human_resources",0.87,76293,1,1,"A"
42.92,11,"human_resources",0.55,85598,1,1,"B"
43.47,9,"human_resources",1,87627,0,1,"C"
41.07,8,"customer_service",0.47,82059,0,11.16,"C"
46.6,15,"customer_service",0.41,92758,0,84.03,"C"
49.61,7,"customer_service",0.8,99262,0,25.92,"C"
38.57,5,"customer_service",0.17,76900,0,13.6,"D"
41.25,9,"customer_service",0.17,82504,0,35.31,"D"
39.12,3,"it_support",0.16,77800,0,4.64,"C"
49.64,8,"human_resources",0.99,99289,0,1,"E"
40.23,9,"customer_service",0.36,79982,1,39.45,"C"
47.34,11,"customer_service",0.33,94801,0,9.44,"D"
43.93,8,"human_resources",1,87889,0,1,"E"
42.4,6,"customer_service",0.6,84710,0,4.93,"A"
40.78,5,"human_resources",0.99,81076,1,1,"B"
42.67,8,"human_resources",0.72,85346,0,1,"A"
51.67,14,"human_resources",0.07,103947,1,1,"D"
50.03,14,"human_resources",0.95,100261,1,1,"B"
50.05,14,"it_support",0.98,100599,0,6.76,"B"
43.01,9,"human_resources",0.99,86011,0,1,"B"
48.82,4,"human_resources",0.96,97638,0,1,"C"
47.09,12,"customer_service",0.32,93717,0,17.12,"E"
50.26,8,"it_support",0.99,101192,0,9.13,"E"
46.36,9,"human_resources",0.04,92270,1,1,"A"
41.72,7,"human_resources",0.96,82806,1,1,"E"
51.38,7,"human_resources",0.82,102823,1,1,"B"
38.57,8,"it_support",0.69,77117,0,16.7,"D"
43.32,11,"human_resources",0.61,86758,0,1,"D"
47.7,5,"it_support",0.99,95965,0,12.98,"D"
48.88,8,"human_resources",0.89,97973,1,1,"E"
41.57,8,"customer_service",0.04,83548,0,118.06,"E"
44.52,11,"it_support",0.95,88958,1,4.17,"D"
49.81,7,"customer_service",0.23,99683,0,29.72,"D"
43.76,10,"human_resources",0.84,87163,1,1,"C"
42.06,9,"customer_service",0.52,83955,1,14.08,"E"
47.25,10,"customer_service",0.02,94699,0,14.56,"E"
40.11,3,"human_resources",0.59,80568,0,1,"A"
49.58,7,"customer_service",0.97,98992,0,44.8,"A"
41.89,11,"it_support",0.99,83573,0,6.61,"E"
46.88,10,"it_support",0.26,94344,0,7.19,"A"
53.47,12,"human_resources",0.98,106532,1,1,"D"
48.24,10,"it_support",0.04,96441,0,9.44,"C"
36.78,7,"customer_service",0.8,73694,0,131.62,"C"
46.11,8,"customer_service",1,92260,0,158.54,"A"
39.92,7,"it_support",0.99,79742,0,8.5,"C"
44.86,16,"customer_service",0.63,89358,0,55.04,"A"
43.12,5,"customer_service",0.72,86637,0,9.27,"D"
46.21,8,"human_resources",0.08,91811,0,1,"C"
43.98,10,"it_support",0.37,87751,0,5.3,"E"
46.12,4,"it_support",0.84,92349,0,3.58,"E"
48.36,8,"human_resources",0.96,96666,0,1,"A"
42.73,8,"human_resources",0.99,85603,1,1,"C"
52.2,6,"customer_service",0.91,103932,0,113.28,"D"
49.76,9,"it_support",0.25,99687,0,2.7,"E"
45.97,11,"human_resources",0.49,91568,1,1,"D"
40.62,7,"customer_service",0.27,81105,1,22.43,"C"
43.34,13,"human_resources",0.84,86661,0,1,"C"
42.68,7,"human_resources",0.6,85399,1,1,"E"
40.99,15,"it_support",0.3,81991,0,1.98,"B"
40.54,8,"it_support",0.99,80839,0,6.97,"A"
45.96,15,"human_resources",0.99,92226,0,1,"D"
52.53,10,"customer_service",0.35,104886,0,24.02,"E"
39.65,11,"customer_service",0.07,79522,0,62.15,"E"
44.07,5,"customer_service",0.43,88279,0,3.61,"E"
41.23,6,"customer_service",0.76,82440,0,144.58,"A"
54.16,10,"it_support",1,108224,0,11.56,"A"
42.89,11,"customer_service",0.99,85665,0,6.47,"D"
40.82,7,"customer_service",0.28,81660,0,47.64,"D"
44.78,7,"human_resources",0.93,89338,0,1,"A"
39.97,9,"customer_service",0.41,79944,0,26.77,"A"
41.49,8,"human_resources",0.85,82924,0,1,"E"
51.46,4,"customer_service",0.94,103111,0,92.66,"E"
52.58,8,"human_resources",0.84,105346,0,1,"D"
42.29,9,"human_resources",0.96,84855,0,1,"A"
37.01,10,"human_resources",0.07,73982,0,1,"C"
44.57,8,"human_resources",0.66,89741,0,1,"D"
42.38,6,"human_resources",0.36,84938,1,1,"E"
44.71,7,"human_resources",0.71,89218,1,1,"E"
43.23,8,"human_resources",0.04,86524,1,1,"A"
46.37,6,"customer_service",1,93002,0,132.98,"E"
48.19,17,"human_resources",0.84,96388,0,1,"A"
44.76,6,"human_resources",1,89558,1,1,"C"
52.42,9,"human_resources",0.84,104349,0,1,"B"
43.63,5,"it_support",0.41,87350,0,8.75,"C"
44.69,16,"human_resources",1,89470,0,1,"A"
38.38,15,"human_resources",0.95,77232,1,1,"E"
45.41,6,"human_resources",1,90809,1,1,"E"
46.34,6,"human_resources",0.43,92640,1,1,"D"
46.47,8,"human_resources",0.39,92640,1,1,"A"
47.09,8,"it_support",0.52,93877,1,4.82,"C"
45.29,9,"human_resources",0.92,90718,0,1,"A"
50.79,16,"it_support",0.38,102127,0,5.58,"C"
43.96,8,"human_resources",0.9,88130,0,1,"E"
45.83,9,"customer_service",0.95,92375,0,46.68,"B"
53.13,11,"human_resources",0.14,106181,0,1,"A"
52.39,14,"human_resources",0.35,105354,1,1,"C"
47.74,8,"human_resources",0.01,95662,0,1,"C"
47.87,7,"human_resources",0.59,95467,1,1,"E"
43.65,3,"customer_service",0.99,86946,1,42.02,"A"
44.52,10,"human_resources",0.94,89582,1,1,"B"
38.71,12,"it_support",0.81,77449,0,7.82,"D"
48.44,11,"it_support",0.95,96974,0,7.56,"B"
49.23,12,"human_resources",1,98364,0,1,"E"
44.99,7,"it_support",0.17,90346,0,5.04,"E"
43.15,5,"human_resources",0.76,86245,1,1,"E"
43.03,10,"human_resources",0.99,86503,1,1,"C"
45.61,9,"human_resources",0.51,91278,1,1,"A"
43.99,11,"customer_service",0.01,87824,1,22.55,"E"
